"","index","cv","cv.error","mode"
"1",0,0.0318691558441558,0.00256134962518188,"fraction"
"2",0.0101010101010101,0.0279694065634404,0.00229013873202193,"fraction"
"3",0.0202020202020202,0.0249352402887696,0.00209363625500765,"fraction"
"4",0.0303030303030303,0.0221565231887156,0.00192691395000957,"fraction"
"5",0.0404040404040404,0.0197302557418737,0.00174986497148279,"fraction"
"6",0.0505050505050505,0.0174872847290073,0.00157638281904054,"fraction"
"7",0.0606060606060606,0.0154429780323261,0.00141935311051726,"fraction"
"8",0.0707070707070707,0.0136206493001907,0.00127230842544778,"fraction"
"9",0.0808080808080808,0.0120080679480393,0.00113549076359918,"fraction"
"10",0.0909090909090909,0.010603645745423,0.0010108935903901,"fraction"
"11",0.101010101010101,0.00943065649090807,0.000890216250387917,"fraction"
"12",0.111111111111111,0.00851576363086299,0.000767731870344665,"fraction"
"13",0.121212121212121,0.00778987944112819,0.00066445800285352,"fraction"
"14",0.131313131313131,0.00718996073911697,0.000586877442164906,"fraction"
"15",0.141414141414141,0.00657503553379215,0.000524063568835015,"fraction"
"16",0.151515151515152,0.00599714980783164,0.000466071433523447,"fraction"
"17",0.161616161616162,0.00545767062585211,0.000412475488145282,"fraction"
"18",0.171717171717172,0.00495666145326031,0.000363184267044299,"fraction"
"19",0.181818181818182,0.00449392263655719,0.000318209560810331,"fraction"
"20",0.191919191919192,0.00406953657739519,0.000277339949179647,"fraction"
"21",0.202020202020202,0.00368262608664048,0.000240562973326351,"fraction"
"22",0.212121212121212,0.003333539782096,0.000207589526595851,"fraction"
"23",0.222222222222222,0.00302399510786017,0.000177727163572646,"fraction"
"24",0.232323232323232,0.00275423512897678,0.00015124056960767,"fraction"
"25",0.242424242424242,0.00252594304391923,0.000128134538030432,"fraction"
"26",0.252525252525253,0.00233993013989056,0.000110220970033039,"fraction"
"27",0.262626262626263,0.00219974122313098,9.84111121014071e-05,"fraction"
"28",0.272727272727273,0.00209127537543478,9.48122871457212e-05,"fraction"
"29",0.282828282828283,0.00201548191058428,9.82159167765822e-05,"fraction"
"30",0.292929292929293,0.00197480869487425,0.000104686721940309,"fraction"
"31",0.303030303030303,0.00196276369168644,0.000111499308567882,"fraction"
"32",0.313131313131313,0.00198262989217932,0.000115087513469355,"fraction"
"33",0.323232323232323,0.00201218090411189,0.000117231728660848,"fraction"
"34",0.333333333333333,0.002047983333452,0.000118231516627377,"fraction"
"35",0.343434343434343,0.00207652217421622,0.000119168680950923,"fraction"
"36",0.353535353535354,0.00210208049587481,0.000120746791325161,"fraction"
"37",0.363636363636364,0.00212768871341056,0.000121529177129193,"fraction"
"38",0.373737373737374,0.00215517559821113,0.000122130781341143,"fraction"
"39",0.383838383838384,0.00218190370170686,0.000122312454379185,"fraction"
"40",0.393939393939394,0.00220675768315743,0.000122482275159745,"fraction"
"41",0.404040404040404,0.00222883607172136,0.000123032489937388,"fraction"
"42",0.414141414141414,0.00224895207786976,0.000124044997302769,"fraction"
"43",0.424242424242424,0.00226648938534642,0.000124668696245752,"fraction"
"44",0.434343434343434,0.00228407134058407,0.000125689681120456,"fraction"
"45",0.444444444444444,0.00230191686519596,0.00012679193191412,"fraction"
"46",0.454545454545455,0.00231766279215846,0.00012695479190289,"fraction"
"47",0.464646464646465,0.00233267007844885,0.000127222338173402,"fraction"
"48",0.474747474747475,0.00234798421125038,0.000127703078609504,"fraction"
"49",0.484848484848485,0.00236325084772678,0.000128306572161179,"fraction"
"50",0.494949494949495,0.00237797375275486,0.000129063184317075,"fraction"
"51",0.505050505050505,0.00239065083497049,0.000129120245093949,"fraction"
"52",0.515151515151515,0.00240195335392633,0.000128511488886157,"fraction"
"53",0.525252525252525,0.00241236395409401,0.000127760686552394,"fraction"
"54",0.535353535353535,0.00242241900114963,0.000127241552997323,"fraction"
"55",0.545454545454546,0.00243161334717818,0.00012730229996934,"fraction"
"56",0.555555555555556,0.00244006145678523,0.000127437553261829,"fraction"
"57",0.565656565656566,0.00244807809716491,0.000127444940214054,"fraction"
"58",0.575757575757576,0.00245630470696144,0.000127554768711848,"fraction"
"59",0.585858585858586,0.0024644200618331,0.000127662960145495,"fraction"
"60",0.595959595959596,0.00247266931920274,0.000127876252223122,"fraction"
"61",0.606060606060606,0.00248110675814891,0.000128084067178746,"fraction"
"62",0.616161616161616,0.0024892199953569,0.000128166827220718,"fraction"
"63",0.626262626262626,0.00249657530683106,0.000128448513869103,"fraction"
"64",0.636363636363636,0.00250376805951427,0.000128780793561954,"fraction"
"65",0.646464646464647,0.00251091504573794,0.000129111342357852,"fraction"
"66",0.656565656565657,0.00251799591890193,0.000129419793721238,"fraction"
"67",0.666666666666667,0.0025242495031944,0.000129335482571542,"fraction"
"68",0.676767676767677,0.00253013293842384,0.000129078065582553,"fraction"
"69",0.686868686868687,0.00253611454354789,0.000128820302390091,"fraction"
"70",0.696969696969697,0.00254203103517477,0.000128568887172283,"fraction"
"71",0.707070707070707,0.0025476298415935,0.000128350275642183,"fraction"
"72",0.717171717171717,0.00255330237355896,0.000128151953491264,"fraction"
"73",0.727272727272727,0.00255914666460471,0.000127905569937081,"fraction"
"74",0.737373737373737,0.00256526769346896,0.000127695931132732,"fraction"
"75",0.747474747474748,0.00257114565123883,0.000127504045065219,"fraction"
"76",0.757575757575758,0.00257677248524072,0.000127361574525557,"fraction"
"77",0.767676767676768,0.00258230543579498,0.000127317731280281,"fraction"
"78",0.777777777777778,0.00258699370218958,0.000127359325426722,"fraction"
"79",0.787878787878788,0.00259112243496417,0.000127339477456173,"fraction"
"80",0.797979797979798,0.00259521532899115,0.000127348263919369,"fraction"
"81",0.808080808080808,0.0025992979418908,0.000127364138117921,"fraction"
"82",0.818181818181818,0.00260380661490126,0.000127324960347428,"fraction"
"83",0.828282828282828,0.00260847395342119,0.000127286154138138,"fraction"
"84",0.838383838383838,0.00261250391900638,0.000127461587684149,"fraction"
"85",0.848484848484849,0.00261619245279201,0.000127650968361607,"fraction"
"86",0.858585858585859,0.00261978718804294,0.00012784352796339,"fraction"
"87",0.868686868686869,0.00262295561494064,0.000128046676517621,"fraction"
"88",0.878787878787879,0.00262594792564333,0.000128293434020073,"fraction"
"89",0.888888888888889,0.00262871887304151,0.000128588943655466,"fraction"
"90",0.898989898989899,0.00263145776758374,0.000128862129237026,"fraction"
"91",0.909090909090909,0.00263409587372798,0.000129151304064887,"fraction"
"92",0.919191919191919,0.00263669055857163,0.000129449938815012,"fraction"
"93",0.929292929292929,0.00263925617327961,0.000129752236611073,"fraction"
"94",0.939393939393939,0.00264183371331666,0.000130052131854629,"fraction"
"95",0.94949494949495,0.0026444719223176,0.000130344888538335,"fraction"
"96",0.95959595959596,0.00264704773017329,0.000130654413957608,"fraction"
"97",0.96969696969697,0.00264969654319039,0.000130969750042109,"fraction"
"98",0.97979797979798,0.00265237903597249,0.000131288361620554,"fraction"
"99",0.98989898989899,0.00265511512142302,0.000131605944615557,"fraction"
"100",1,0.00265778869983027,0.00013193464216994,"fraction"
